data,temp_min,temp_max,vazamento,velocidade,rotacao,falha_hoje,falha_amanha
2008-11-13,20.7,34.2,0.0,78.0,1006.3,0.0,1.0
2008-11-14,26.1,35.9,0.0,39.0,1006.0,0.0,0.0
2008-11-15,8.5,18.4,0.2,70.0,1001.3,0.0,1.0
2008-11-16,17.2,22.4,1.2,40.15837531486146,1016.7,1.0,0.0
2008-11-17,7.0,17.4,0.0,41.0,1017.0,0.0,0.0
2008-11-18,27.1,31.0,0.0,40.15837531486146,1006.4,0.0,1.0
2008-11-19,17.0,22.1,6.2,40.15837531486146,1008.2,1.0,1.0
2008-11-20,14.4,22.6,11.6,54.0,998.5,1.0,0.0
2008-11-21,11.8,24.4,0.6,31.0,1007.7,0.0,0.0
2008-11-22,7.9,15.5,5.8,72.0,998.1,1.0,1.0
2008-11-23,5.0,16.0,13.8,70.0,993.9,1.0,1.0
2008-11-24,13.8,30.4,0.0,37.0,1003.4,0.0,0.0
2008-11-25,10.3,19.5,0.0,39.0,1013.6,0.0,0.0
2008-11-26,11.9,29.8,0.0,54.0,1006.4,0.0,0.0
2008-11-27,9.8,27.9,0.0,52.0,1006.7,0.0,1.0
2008-11-28,14.2,20.3,2.6,41.0,1007.2,1.0,0.0
2008-11-29,14.8,23.9,15.4,48.0,1001.6,1.0,1.0
2008-11-30,23.4,31.9,24.6,39.0,1008.7,1.0,0.0
2008-12-01,17.0,31.3,0.0,30.0,1010.1,0.0,0.0
2008-12-03,9.1,18.4,1.0,50.0,1004.2,0.0,0.0
2008-12-04,19.2,24.0,0.0,40.15837531486146,1015.2351984635088,0.0,0.0
2008-12-05,17.5,32.3,1.0,41.0,1006.0,0.0,0.0
2008-12-06,13.2,29.1,0.0,50.0,1005.0,0.0,0.0
2008-12-07,12.5,20.8,0.0,43.0,1014.9,0.0,0.0
2008-12-09,10.1,20.3,0.0,56.0,1000.6,0.0,0.0
2008-12-10,13.1,30.1,1.4,28.0,1005.7,1.0,0.0
2008-12-11,22.2,31.0,0.0,44.0,1006.8,0.0,1.0
2008-12-12,16.5,19.9,0.0,44.0,1001.9,0.0,1.0
2008-12-13,15.9,18.6,15.6,61.0,993.0,1.0,1.0
2008-12-14,12.6,21.0,3.6,44.0,1001.8,1.0,0.0
2008-12-15,24.5,32.5,14.8,37.0,1004.3,1.0,1.0
2008-12-16,2.0,15.0,0.0,40.15837531486146,1015.2351984635088,0.0,0.0
2008-12-17,18.0,29.3,0.0,24.0,1005.6,0.0,0.0
2008-12-18,9.6,19.1,0.0,37.0,1001.3,0.0,1.0
2008-12-19,17.3,26.4,0.6,40.15837531486146,1007.8,0.0,0.0
2008-12-20,18.3,23.1,0.6,48.0,1007.6,0.0,1.0
2008-12-21,11.5,29.3,0.0,24.0,1014.8,0.0,0.0
2008-12-22,25.3,33.4,0.2,35.0,1009.3,0.0,1.0
2008-12-23,16.0,31.0,0.0,40.15837531486146,1015.2351984635088,0.0,1.0
2008-12-24,18.3,19.9,0.0,24.0,1015.2351984635088,0.0,0.0
2008-12-25,8.8,25.5,0.0,37.0,1012.3,0.0,0.0
2008-12-26,26.1,33.2,0.0,31.0,1005.0,0.0,1.0
2008-12-27,13.0,18.0,0.0,40.15837531486146,1015.2351984635088,0.0,1.0
2008-12-28,13.2,29.7,33.0,48.0,1002.8,1.0,0.0
2008-12-29,10.0,17.0,0.4,40.15837531486146,1015.2351984635088,0.0,0.0
2008-12-30,12.5,24.2,1.2,50.0,1003.4,1.0,0.0
2008-12-31,24.1,29.9,14.6,43.0,1001.2,1.0,1.0
2009-01-01,13.3,34.2,0.0,61.0,1015.2351984635088,0.0,0.0
2009-01-02,8.0,18.9,0.0,50.0,1017.3,0.0,0.0
2009-01-03,25.8,32.7,2.0,48.0,1002.9,1.0,1.0
2009-01-04,10.9,30.8,0.0,31.0,1011.9,0.0,0.0
2009-01-05,14.6,30.5,0.0,26.0,1013.2,0.0,0.0
2009-01-06,13.5,31.7,0.0,50.0,1007.7,0.0,0.0
2009-01-07,12.4,36.0,0.0,70.0,1004.0,0.0,0.0
2009-01-08,13.1,25.6,0.0,41.0,1017.6,0.0,0.0
2009-01-09,13.8,26.0,0.0,54.0,1014.8,0.0,0.0
2009-01-10,14.3,26.8,0.0,35.0,1015.2351984635088,0.0,0.0
2009-01-11,9.3,27.1,0.0,48.0,1008.9,0.0,0.0
2009-01-12,17.3,34.7,0.0,35.0,1012.1,0.0,0.0
2009-01-13,13.6,39.3,0.0,63.0,1006.3,0.0,0.0
2009-01-14,15.2,18.5,0.0,43.0,1012.7,0.0,0.0
2009-01-15,15.1,25.2,0.0,48.0,1018.3,0.0,0.0
2009-01-16,17.1,37.2,1.0,54.0,1015.2351984635088,0.0,0.0
2009-01-17,17.0,33.7,0.0,44.0,1013.4,0.0,0.0
2009-01-18,4.9,29.0,0.0,39.0,1017.7,0.0,0.0
2009-01-19,8.4,28.3,0.0,37.0,1011.1,0.0,0.0
2009-01-20,12.5,39.7,0.0,57.0,1002.5,0.0,0.0
2009-01-21,14.1,30.7,0.0,37.0,1007.3,0.0,0.0
2009-01-22,21.7,33.5,2.2,54.0,1015.2351984635088,1.0,0.0
2009-01-23,18.8,35.2,6.4,52.0,1003.9,1.0,0.0
2009-01-24,25.4,31.9,0.0,33.0,1006.9,0.0,1.0
2009-01-25,25.0,31.6,3.8,26.0,1006.9,1.0,1.0
2009-01-26,20.1,24.9,0.0,39.0,1019.3,0.0,1.0
2009-01-27,18.6,23.9,0.0,30.0,1015.0,0.0,0.0
2009-01-28,21.1,43.6,0.0,48.0,1007.4,0.0,0.0
2009-01-29,25.0,39.5,0.0,52.0,1011.2,0.0,0.0
2009-01-30,16.4,37.2,0.0,30.0,1013.2,0.0,0.0
2009-01-31,22.5,30.5,0.0,46.0,1014.2,0.0,0.0
2009-02-01,19.7,33.3,0.0,39.0,1014.4,0.0,0.0
2009-02-02,18.7,29.9,0.0,28.0,1009.0,0.0,0.0
2009-02-03,19.9,24.6,0.0,48.0,1011.0,0.0,0.0
2009-02-04,21.6,27.3,0.4,40.15837531486146,1009.4,0.0,0.0
2009-02-05,16.0,25.2,0.0,39.0,1010.2,0.0,0.0
2009-02-06,16.7,34.8,0.0,41.0,1006.8,0.0,0.0
2009-02-07,22.1,30.8,0.0,31.0,1012.5,0.0,0.0
2009-02-08,15.6,33.2,0.0,43.0,1014.7,0.0,0.0
2009-02-09,14.0,22.2,0.6,40.15837531486146,1015.5,0.0,0.0
2009-02-10,7.4,19.7,0.8,54.0,1020.9,0.0,0.0
2009-02-11,18.7,30.4,0.0,46.0,1009.6,0.0,0.0
2009-02-12,10.8,27.3,0.0,48.0,1016.8,0.0,0.0
2009-02-13,20.8,24.5,39.4,74.0,1015.7,1.0,1.0
2009-02-14,24.4,30.4,9.6,28.0,1006.5,1.0,0.0
2009-02-15,16.6,29.8,0.2,46.0,1006.0,0.0,0.0
2009-02-16,18.2,27.5,0.0,41.0,1010.2,0.0,0.0
2009-02-17,23.2,27.4,0.2,30.0,1014.3,0.0,0.0
2009-02-18,17.8,21.4,0.0,40.15837531486146,1016.7,0.0,0.0
2009-02-19,25.1,32.1,0.0,28.0,1005.4,0.0,0.0
2009-02-20,20.8,27.8,0.0,33.0,1010.2,0.0,0.0
2009-02-21,12.2,26.7,0.0,54.0,1014.3,0.0,0.0
2009-02-22,18.7,26.8,10.0,26.0,1015.2351984635088,1.0,0.0
2009-02-23,20.1,27.7,0.0,50.0,1013.5,0.0,1.0
2009-02-24,10.5,25.1,0.0,48.0,1016.8,0.0,0.0
2009-02-25,18.7,33.1,0.8,31.0,1013.2,0.0,0.0
2009-02-26,18.8,25.5,0.0,35.0,1017.8,0.0,0.0
2009-02-27,20.4,28.7,8.6,57.0,1012.1,1.0,0.0
2009-02-28,21.0,36.0,0.0,46.0,1010.4,0.0,0.0
2009-03-01,15.3,28.6,0.0,39.0,1008.7,0.0,0.0
2009-03-02,17.8,22.6,0.0,63.0,1015.2351984635088,0.0,0.0
2009-03-03,25.5,31.5,19.0,20.0,1006.6,1.0,0.0
2009-03-04,15.3,23.2,0.0,61.0,1013.1,0.0,0.0
2009-03-05,13.7,25.9,0.0,46.0,1020.9,0.0,0.0
2009-03-06,14.1,23.7,17.6,43.0,1011.4,1.0,0.0
2009-03-07,16.0,20.5,0.0,40.15837531486146,1022.9,0.0,0.0
2009-03-08,10.6,25.1,0.0,35.0,1016.9,0.0,0.0
2009-03-09,14.7,25.9,0.0,33.0,1018.9,0.0,0.0
2009-03-10,19.9,24.8,0.0,35.0,1020.2,0.0,0.0
2009-03-11,13.7,28.6,0.8,54.0,1017.8,0.0,1.0
2009-03-12,24.3,30.6,11.2,35.0,1009.1,1.0,1.0
2009-03-13,18.3,34.0,0.0,30.0,1012.7,0.0,0.0
2009-03-14,24.0,39.2,0.2,50.0,1007.7,0.0,0.0
2009-03-15,8.7,18.9,3.0,46.0,1011.5,1.0,0.0
2009-03-16,16.2,30.8,0.0,30.0,1011.1,0.0,0.0
2009-03-17,12.8,29.7,0.0,41.0,1010.8,0.0,0.0
2009-03-18,20.8,25.8,0.0,30.0,1014.2,0.0,1.0
2009-03-19,20.4,24.9,1.8,37.0,1014.2,1.0,0.0
2009-03-20,14.9,25.0,0.0,37.0,1010.5,0.0,1.0
2009-03-21,18.8,26.6,0.0,40.15837531486146,1015.2351984635088,0.0,0.0
2009-03-22,17.5,28.6,0.0,41.0,1012.8,0.0,0.0
2009-03-23,18.4,24.1,1.6,57.0,1014.8,1.0,0.0
2009-03-24,19.0,25.9,0.0,46.0,1016.5,0.0,0.0
2009-03-25,17.8,31.4,0.0,40.15837531486146,1015.2351984635088,0.0,0.0
2009-03-26,12.4,25.5,0.4,70.0,1017.7,0.0,0.0
2009-03-27,24.5,32.5,0.0,39.0,1009.1,0.0,0.0
2009-03-28,25.1,33.3,0.0,50.0,1007.5,0.0,0.0
2009-03-29,5.6,27.1,0.0,44.0,1020.8,0.0,0.0
2009-03-30,14.4,25.9,0.0,50.0,1021.4,0.0,1.0
2009-03-31,17.5,30.0,0.0,40.15837531486146,1015.0,0.0,0.0
2009-04-01,12.6,31.0,0.0,39.0,1017.3,0.0,0.0
2009-04-02,19.4,24.4,1.8,61.0,1021.4,1.0,1.0
2009-04-03,17.1,24.1,0.0,44.0,1017.7,0.0,0.0
2009-04-04,9.2,18.9,9.8,44.0,1020.9,1.0,0.0
2009-04-05,7.8,21.7,0.0,31.0,1016.5,0.0,0.0
2009-04-06,5.7,16.7,1.0,43.0,1027.5,0.0,0.0
2009-04-07,9.1,16.5,7.2,30.0,1027.7,1.0,1.0
2009-04-08,12.6,25.3,0.0,33.0,1017.1,0.0,0.0
2009-04-09,5.0,15.0,0.0,40.15837531486146,1015.2351984635088,0.0,0.0
2009-04-10,13.5,18.7,0.0,24.0,1019.0,0.0,0.0
2009-04-11,16.9,21.8,0.0,19.0,1022.9,0.0,1.0
2009-04-12,25.8,34.5,0.0,31.0,1006.9,0.0,0.0
2009-04-13,20.9,24.8,0.0,41.0,1012.4,0.0,1.0
2009-04-14,12.2,25.0,0.0,30.0,1011.6,0.0,0.0
2009-04-15,23.8,29.6,12.0,28.0,1008.4,1.0,0.0
2009-04-17,24.2,30.4,0.2,35.0,1009.7,0.0,1.0
2009-04-18,13.8,24.0,0.2,56.0,1015.0,0.0,1.0
2009-04-19,11.4,25.6,0.0,26.0,1016.3,0.0,0.0
2009-04-20,14.6,25.7,0.0,26.0,1015.4,0.0,0.0
2009-04-21,6.7,16.1,0.0,26.0,1026.3,0.0,0.0
2009-04-22,17.7,21.3,0.2,56.0,1021.1,0.0,0.0
2009-04-23,14.9,21.0,3.4,26.0,1018.1,1.0,0.0
2009-04-24,21.1,30.3,0.0,33.0,1010.6,0.0,0.0
2009-04-25,17.9,29.5,0.0,26.0,1011.3,0.0,0.0
2009-04-26,14.1,25.1,0.0,50.0,1008.9,0.0,0.0
2009-04-27,4.7,12.1,2.4,28.0,1014.1,1.0,0.0
2009-04-28,4.8,21.1,0.0,54.0,1015.8,0.0,0.0
2009-04-29,5.2,17.6,0.0,26.0,1019.7,0.0,0.0
2009-04-30,9.7,22.9,0.0,17.0,1020.0,0.0,0.0
2009-05-01,15.8,24.9,0.0,44.0,1019.8,0.0,0.0
2009-05-02,0.6,8.8,0.0,20.0,1015.2351984635088,0.0,0.0
2009-05-03,24.4,33.9,0.0,48.0,1010.0,0.0,0.0
2009-05-04,11.9,23.6,0.0,37.0,1025.3,0.0,1.0
2009-05-05,3.3,16.7,1.0,20.0,1029.8,0.0,0.0
2009-05-06,11.2,22.5,0.0,40.15837531486146,1029.7,0.0,0.0
2009-05-07,12.7,18.3,0.0,24.0,1029.2,0.0,0.0
2009-05-08,21.0,28.0,0.2,39.0,1015.6,0.0,0.0
2009-05-10,10.6,18.2,0.0,31.0,1015.2351984635088,0.0,0.0
2009-05-11,20.8,23.3,3.4,37.0,1012.3,1.0,1.0
2009-05-12,0.7,7.1,0.4,28.0,1015.2351984635088,0.0,0.0
2009-05-13,21.4,28.3,2.0,33.0,1009.8,1.0,0.0
2009-05-14,9.5,15.3,2.8,48.0,1011.2,1.0,0.0
2009-05-15,3.3,21.5,0.0,46.0,1016.4,0.0,0.0
2009-05-16,13.3,19.5,0.0,43.0,1017.5,0.0,0.0
2009-05-17,12.9,20.0,0.0,26.0,1019.8,0.0,0.0
2009-05-18,9.8,23.3,0.0,30.0,1013.0,0.0,0.0
2009-05-19,5.3,19.7,0.2,13.0,1019.5,0.0,0.0
2009-05-20,8.5,20.6,0.0,37.0,1016.7,0.0,0.0
2009-05-21,17.7,20.6,0.6,78.0,1020.2,0.0,1.0
2009-05-22,5.4,20.4,0.2,41.0,1018.5,0.0,0.0
2009-05-23,14.2,22.6,32.7,40.15837531486146,1015.2351984635088,1.0,0.0
2009-05-24,9.8,15.8,9.6,31.0,1016.8,1.0,1.0
2009-05-25,18.0,21.7,0.0,76.0,1015.4,0.0,1.0
2009-05-26,5.5,19.6,0.0,24.0,1017.6,0.0,0.0
2009-05-27,8.6,23.1,0.0,28.0,1017.5,0.0,0.0
2009-05-28,17.1,27.3,0.2,37.0,1014.9,0.0,0.0
2009-05-29,4.0,22.0,0.0,24.0,1019.0,0.0,0.0
2009-05-30,23.7,34.2,0.0,35.0,1010.1,0.0,0.0
2009-05-31,13.1,19.6,5.2,50.0,1031.9,1.0,0.0
2009-06-01,10.1,16.3,0.4,15.0,1030.5,0.0,0.0
2009-06-02,11.1,13.9,12.0,30.0,1021.6,1.0,1.0
2009-06-03,6.9,17.3,3.2,19.0,1017.8,1.0,0.0
2009-06-04,11.6,18.6,0.2,26.0,1017.1,0.0,0.0
2009-06-05,17.4,28.1,0.0,28.0,1012.0,0.0,0.0
2009-06-06,7.4,19.4,0.0,40.15837531486146,1015.2351984635088,0.0,0.0
2009-06-07,4.6,11.6,6.6,26.0,1005.3,1.0,0.0
2009-06-08,11.4,19.2,0.0,40.15837531486146,1007.3,0.0,0.0
2009-06-09,9.1,15.3,18.0,48.0,1016.4,1.0,0.0
2009-06-10,2.7,9.9,6.2,41.0,1018.9,1.0,0.0
2009-06-11,-0.7,12.9,0.0,46.0,1024.9,0.0,0.0
2009-06-12,4.1,11.6,0.0,37.0,1013.9,0.0,1.0
2009-06-13,0.6,11.5,0.0,35.0,1014.8,0.0,0.0
2009-06-14,8.3,16.2,0.2,52.0,1008.2,0.0,0.0
2009-06-15,8.2,19.8,1.2,40.15837531486146,1010.6,1.0,0.0
2009-06-16,10.1,16.6,0.8,70.0,1018.4,0.0,1.0
2009-06-17,1.8,14.5,0.0,24.0,1028.2,0.0,0.0
2009-06-18,12.0,21.1,0.0,22.0,1020.2,0.0,0.0
2009-06-19,6.7,17.3,0.0,22.0,1023.1,0.0,0.0
2009-06-20,9.5,18.3,9.8,35.0,1023.4,1.0,1.0
2009-06-21,2.3,17.4,0.2,26.0,1018.7,0.0,0.0
2009-06-22,6.7,16.8,1.2,48.0,1017.2,1.0,0.0
2009-06-23,8.6,16.6,0.0,56.0,1013.4,0.0,1.0
2009-06-24,1.9,13.7,0.2,22.0,1012.0,0.0,0.0
2009-06-25,0.6,10.5,0.2,20.0,1011.7,0.0,0.0
2009-06-26,10.8,19.4,0.8,17.0,1009.4,0.0,0.0
2009-06-27,9.2,16.4,0.0,26.0,1005.2,0.0,0.0
2009-06-28,1.3,14.7,0.0,17.0,1004.0,0.0,0.0
2009-06-29,6.8,12.8,0.0,31.0,1010.8,0.0,0.0
2009-06-30,10.8,15.5,0.0,69.0,986.5,0.0,1.0
2009-07-01,7.5,12.1,14.4,56.0,1006.0,1.0,0.0
2009-07-02,10.2,19.0,0.0,40.15837531486146,1015.2351984635088,0.0,0.0
2009-07-03,7.1,11.8,1.4,56.0,1012.3,1.0,0.0
2009-07-04,3.3,17.2,0.0,31.0,1015.2351984635088,0.0,0.0
2009-07-05,10.1,18.1,0.0,40.15837531486146,1016.4,0.0,0.0
2009-07-06,10.2,16.8,0.2,40.15837531486146,1004.3,0.0,1.0
2009-07-07,2.3,19.3,0.0,31.0,1017.8,0.0,0.0
2009-07-08,13.5,19.2,5.6,70.0,1021.4,1.0,0.0
2009-07-09,11.8,19.0,13.4,41.0,1005.6,1.0,1.0
2009-07-10,9.6,14.1,1.6,43.0,1013.0,1.0,1.0
2009-07-11,6.4,16.5,0.6,22.0,1015.2351984635088,0.0,0.0
2009-07-12,10.4,18.3,0.0,31.0,1009.0,0.0,0.0
2009-07-13,10.6,23.7,0.0,37.0,1008.2,0.0,0.0
2009-07-14,5.7,17.4,0.0,43.0,1004.8,0.0,0.0
2009-07-15,5.1,17.9,0.0,30.0,1009.1,0.0,0.0
2009-07-16,1.4,14.9,0.4,28.0,1018.7,0.0,0.0
2009-07-17,12.9,18.4,10.2,50.0,1016.0,1.0,0.0
2009-07-18,1.1,17.9,0.0,26.0,1018.3,0.0,0.0
2009-07-19,3.7,14.9,1.4,33.0,1016.7,1.0,0.0
2009-07-20,3.6,16.5,0.2,39.0,1018.4,0.0,0.0
2009-07-21,3.0,14.4,0.0,37.0,1009.5,0.0,0.0
2009-07-22,15.1,21.3,0.0,35.0,1017.4,0.0,0.0
2009-07-23,5.5,10.7,6.2,50.0,1017.8,1.0,0.0
2009-07-24,-0.1,12.9,0.0,22.0,1025.4,0.0,0.0
2009-07-25,6.1,12.4,0.0,65.0,1020.2,0.0,0.0
2009-07-26,8.9,15.3,0.0,40.15837531486146,1014.2,0.0,1.0
2009-07-27,4.2,19.4,5.0,28.0,1015.2351984635088,1.0,0.0
2009-07-28,3.6,17.8,0.0,31.0,1031.0,0.0,0.0
2009-07-29,0.4,18.8,0.0,37.0,1022.5,0.0,0.0
2009-07-30,9.1,12.3,2.0,46.0,1024.9,1.0,1.0
2009-07-31,3.2,20.8,0.2,35.0,1015.2351984635088,0.0,0.0
2009-08-01,5.8,18.0,0.0,40.15837531486146,1015.2351984635088,0.0,0.0
2009-08-02,9.1,14.3,3.0,81.0,1017.8,1.0,1.0
2009-08-03,6.0,21.3,0.0,22.0,1023.7,0.0,0.0
2009-08-04,1.8,22.5,0.0,33.0,1020.2,0.0,0.0
2009-08-05,0.6,18.6,0.0,17.0,1019.9,0.0,0.0
2009-08-06,8.2,19.7,0.0,41.0,1019.2,0.0,0.0
2009-08-07,-0.3,2.8,0.0,76.0,1015.2351984635088,0.0,1.0
2009-08-08,7.8,16.8,0.0,40.15837531486146,1020.8,0.0,0.0
2009-08-09,5.1,18.6,0.0,26.0,1017.4,0.0,0.0
2009-08-10,20.8,32.2,0.0,33.0,1010.9,0.0,0.0
2009-08-11,9.5,16.2,0.6,48.0,1008.3,0.0,1.0
2009-08-12,10.2,31.7,0.0,37.0,1012.0,0.0,0.0
2009-08-13,12.5,27.5,0.0,33.0,1016.2,0.0,0.0
2009-08-14,8.9,19.1,1.0,61.0,1016.7,0.0,0.0
2009-08-15,1.0,21.4,0.0,19.0,1016.1,0.0,0.0
2009-08-16,11.1,25.0,0.0,37.0,1016.7,0.0,0.0
2009-08-17,7.5,18.3,0.0,44.0,1022.3,0.0,0.0
2009-08-18,7.5,16.9,0.2,37.0,1021.6,0.0,0.0
2009-08-20,6.4,23.4,0.0,17.0,1015.2351984635088,0.0,0.0
2009-08-21,12.2,24.0,0.0,57.0,1003.1,0.0,0.0
2009-08-22,3.2,13.9,11.4,40.15837531486146,1015.2351984635088,1.0,1.0
2009-08-23,14.1,28.9,0.2,37.0,1007.0,0.0,0.0
2009-08-24,17.0,23.9,0.0,40.15837531486146,1005.9,0.0,1.0
2009-08-26,4.2,20.1,0.0,31.0,1016.3,0.0,0.0
2009-08-27,1.1,16.7,0.4,30.0,1014.6,0.0,0.0
2009-08-28,7.8,14.9,1.6,37.0,1006.5,1.0,1.0
2009-08-29,10.0,13.0,7.2,67.0,1000.1,1.0,1.0
2009-08-31,12.6,18.8,0.2,26.0,1015.9,0.0,0.0
2009-09-01,14.5,18.3,1.4,31.0,1015.2,1.0,1.0
2009-09-02,11.8,19.1,0.0,41.0,1021.5,0.0,0.0
2009-09-03,1.1,17.3,0.0,37.0,1014.9,0.0,1.0
2009-09-04,9.5,24.9,7.6,44.0,1009.9,1.0,0.0
2009-09-05,12.7,17.5,0.0,50.0,1020.2,0.0,0.0
2009-09-06,3.0,14.1,0.0,67.0,1005.5,0.0,0.0
2009-09-07,8.7,15.0,7.0,48.0,1007.9,1.0,0.0
2009-09-08,7.1,16.0,8.0,50.0,1008.1,1.0,1.0
2009-09-09,11.6,25.5,0.0,35.0,1012.1,0.0,0.0
2009-09-10,14.0,18.4,0.4,76.0,1002.4,0.0,1.0
2009-09-11,10.3,15.0,15.0,61.0,1003.2,1.0,1.0
2009-09-12,6.5,13.5,8.8,40.15837531486146,1010.0,1.0,1.0
2009-09-13,12.0,25.3,0.0,28.0,1022.5,0.0,0.0
2009-09-14,11.5,18.2,6.0,48.0,1011.9,1.0,1.0
2009-09-15,25.0,34.6,0.0,43.0,1008.3,0.0,0.0
2009-09-16,2.8,21.1,0.0,17.0,1016.8,0.0,0.0
2009-09-17,6.4,23.4,0.2,40.15837531486146,1015.2351984635088,0.0,1.0
2009-09-18,16.2,26.2,0.0,43.0,1013.9,0.0,0.0
2009-09-19,6.6,20.2,0.0,61.0,1011.6,0.0,1.0
2009-09-20,4.7,14.3,0.0,59.0,1006.5,0.0,1.0
2009-09-21,11.5,22.2,1.2,35.0,1011.8,1.0,0.0
2009-09-22,9.9,14.8,15.4,35.0,995.7,1.0,1.0
2009-09-23,7.8,19.9,0.0,56.0,1017.3,0.0,0.0
2009-09-24,17.9,20.9,0.0,59.0,1008.4,0.0,1.0
2009-09-25,11.0,23.7,0.0,59.0,1004.9,0.0,0.0
2009-09-26,5.2,12.4,6.6,74.0,1010.7,1.0,1.0
2009-09-27,15.3,24.7,0.0,54.0,1008.6,0.0,0.0
2009-09-28,8.2,13.5,0.2,33.0,1015.4,0.0,0.0
2009-09-29,6.1,24.6,0.0,31.0,1015.2351984635088,0.0,0.0
2009-09-30,10.8,23.0,0.0,89.0,1008.2,0.0,0.0
2009-10-01,9.8,16.0,2.8,40.15837531486146,1020.9,1.0,0.0
2009-10-02,16.1,20.4,0.0,65.0,1010.5,0.0,1.0
2009-10-03,9.7,18.2,2.8,41.0,1016.8,1.0,0.0
2009-10-04,7.1,18.4,0.0,31.0,1019.0,0.0,0.0
2009-10-05,10.7,23.7,2.0,41.0,1017.3,1.0,0.0
2009-10-06,3.9,15.7,3.6,35.0,1015.2,1.0,1.0
2009-10-07,-0.2,10.3,2.4,50.0,1014.7,1.0,1.0
2009-10-08,4.0,19.6,0.0,31.0,1020.9,0.0,0.0
2009-10-09,16.0,19.7,17.2,63.0,1006.5,1.0,0.0
2009-10-10,2.4,19.5,0.0,31.0,1026.0,0.0,0.0
2009-10-11,6.4,18.7,0.0,48.0,1016.9,0.0,0.0
2009-10-12,6.5,22.7,0.4,61.0,1006.6,0.0,0.0
2009-10-13,-1.1,1.8,7.6,72.0,1015.2351984635088,1.0,1.0
2009-10-14,8.3,14.6,4.4,59.0,1000.2,1.0,0.0
2009-10-15,7.6,22.2,1.8,50.0,1006.9,1.0,0.0
2009-10-16,6.7,19.5,0.0,44.0,1018.6,0.0,0.0
2009-10-18,9.6,25.9,0.0,33.0,1025.6,0.0,0.0
2009-10-19,12.0,19.8,0.0,22.0,1024.9,0.0,0.0
2009-10-20,7.9,23.1,0.0,39.0,1018.3,0.0,0.0
2009-10-21,10.5,36.4,0.0,46.0,1015.2351984635088,0.0,0.0
2009-10-22,10.1,18.8,0.0,33.0,1021.4,0.0,0.0
2009-10-23,17.9,26.4,0.0,41.0,1014.1,0.0,0.0
2009-10-24,4.3,16.3,0.0,31.0,1020.7,0.0,0.0
2009-10-25,17.6,21.5,0.0,52.0,1015.4,0.0,1.0
2009-10-26,9.9,20.4,0.0,48.0,1024.3,0.0,0.0
2009-10-27,15.6,34.9,0.4,46.0,1015.2351984635088,0.0,0.0
2009-10-28,24.6,35.1,0.8,35.0,1008.5,0.0,0.0
2009-10-29,15.6,23.8,0.2,33.0,1023.3,0.0,0.0
2009-10-30,16.6,27.7,0.4,65.0,1018.3,0.0,1.0
2009-10-31,16.3,27.2,0.0,31.0,1019.9,0.0,0.0
2009-11-01,15.0,27.0,0.0,40.15837531486146,1015.2351984635088,0.0,0.0
2009-11-02,15.6,26.3,0.2,33.0,1018.9,0.0,0.0
2009-11-03,17.8,29.4,0.0,48.0,1014.9,0.0,0.0
2009-11-04,10.0,23.2,0.0,39.0,1015.8,0.0,0.0
2009-11-05,20.5,31.2,0.0,54.0,1009.4,0.0,0.0
2009-11-06,14.9,31.3,0.0,44.0,1017.5,0.0,0.0
2009-11-07,14.3,27.2,0.6,39.0,1022.3,0.0,1.0
2009-11-09,14.0,35.5,0.0,35.0,1020.3,0.0,0.0
2009-11-10,14.8,21.6,0.0,28.0,1020.2,0.0,0.0
2009-11-11,19.8,36.5,0.0,30.0,1017.9,0.0,0.0
2009-11-12,17.1,27.0,0.0,28.0,1018.4,0.0,0.0
2009-11-13,21.7,30.2,0.0,41.0,1012.0,0.0,0.0
2009-11-14,24.7,33.3,0.0,39.0,1005.4,0.0,1.0
2009-11-15,19.5,30.4,0.0,37.0,1008.7,0.0,0.0
2009-11-16,17.0,38.5,0.0,61.0,1002.1,0.0,0.0
2009-11-17,22.2,33.6,0.0,74.0,1002.1,0.0,1.0
2009-11-18,17.8,23.8,0.0,40.15837531486146,1010.3,0.0,0.0
2009-11-19,19.2,28.6,0.0,26.0,1012.4,0.0,0.0
2009-11-20,16.7,21.3,0.0,37.0,1018.4,0.0,0.0
2009-11-21,16.6,21.6,0.0,35.0,1019.1,0.0,0.0
2009-11-22,20.1,31.6,0.6,65.0,1004.4,0.0,0.0
2009-11-23,20.4,23.8,0.0,40.15837531486146,1015.2351984635088,0.0,1.0
2009-11-24,5.7,24.7,0.2,28.0,1022.7,0.0,0.0
2009-11-25,16.2,31.9,0.0,33.0,1017.2,0.0,0.0
2009-11-26,18.6,27.9,3.2,39.0,1005.4,1.0,0.0
2009-11-27,9.4,19.9,2.6,44.0,1015.2351984635088,1.0,0.0
2009-11-28,7.3,17.7,0.0,57.0,1015.2351984635088,0.0,0.0
2009-11-29,16.9,31.5,0.0,54.0,998.5,0.0,0.0
2009-11-30,12.8,25.2,0.4,50.0,1012.8,0.0,0.0
2009-12-01,7.9,18.6,0.4,46.0,1019.5,0.0,0.0
2009-12-02,10.0,21.2,0.0,46.0,1020.5,0.0,0.0
2009-12-03,10.2,25.0,0.0,40.15837531486146,1015.2351984635088,0.0,0.0
2009-12-04,17.5,35.8,0.0,41.0,1013.1,0.0,0.0
2009-12-05,17.3,30.7,0.0,43.0,1015.2351984635088,0.0,0.0
